Ticker,zip,sector,fullTimeEmployees,city,phone,state,country,website,maxAge,address1,fax,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,regularMarketPrice,logo_url,toCurrency,lastDividendDate
WPM,V6E 0C3,Basic Materials,39.0,Vancouver,604-684-9648,BC,Canada,http://www.wheatonpm.com,1,1021 West Hastings Street,604-684-3123,Gold,Suite 3500,44.14,44.68,46.620284999999996,0.008608972,0.48220003,,46.205,,2153275,,44.14,49.389446,0.38,44.68,2153275,,,,0.4,1598400000.0,0.669859,,,43.83,2,USD,58.589580000000005,3052264,,,,20634732544,,,1869301,21.730812,43.83,46.48,,1000,3052264,57.89,28.115854,,1.34,18.66,46.15,False,0.0087,800,46.205,NYQ,Wheaton Precious Metals Corp,Wheaton Precious Metals Corp.,America/New_York,EST,True,-18000000,,EQUITY,WPM,,,finmb_3103638,a3a55a3a-b624-3b7a-9e91-381349c43bb2,us_market,,22.340999999999998,,0.373,33.608000000000004,,,1.64,,449280000,,,12.065999999999999,9573177,0.021300001000000002,,1577750400,0.65668,354191008.0,0.787,,,3.821482,0.00135,1640908800,1593475200,5.56,1600128000.0,448465201,21213802496,,,,,,,1602720000,1.75,,,10757764.0,,,44.68,https://logo.clearbit.com/wheatonpm.com,,
FTV,98203,Technology,25000.0,Everett,425 446 5000,WA,United States,http://www.fortive.com,1,6920 Seaway Boulevard,,Scientific & Technical Instruments,,62.27,62.22,58.111934999999995,0.0044965474,0.1879,,62.44,,2329487,,62.27,64.66994,0.28,62.22,2329487,,,,0.28,1598486400.0,1.152506,,,60.885,2,USD,40.28777,2640974,,,,20771272704,,,3610620,2.8891525000000002,60.885,61.28,,800,2640974,71.02,25.774057,,,31.221758,61.27,False,0.0045,800,62.44,NYQ,Fortive Corporation,Fortive Corporation,America/New_York,EST,True,-18000000,,EQUITY,FTV,,,finmb_318505463,1b517de9-8c4c-31b6-81b9-8e271cbed5f0,us_market,,3.508,,0.08213,15.503,,,2.39,,337196000,,,22.764,7184311,0.021300001000000002,,1577750400,0.8535,508200000.0,1.5290000000000001,,,2.706027,0.10062,1640908800,1600992000,1.92,1600128000.0,324078897,25218263040,,1602201600.0,1195:1000,,,0.09,1602720000,-2.66,,0.028399998,5490547.0,,,62.22,https://logo.clearbit.com/fortive.com,,
STT,02111,Financial Services,38979.0,Boston,617-786-3000,MA,United States,http://www.statestreet.com,1,State Street Financial Center,,Asset Management,One Lincoln Street,58.8,58.56,63.179072999999995,0.03537415,0.3312,,58.98,,1919185,,58.8,62.327427,2.08,58.56,1919185,,,,2.08,1601424000.0,1.548814,,,57.415,2,USD,9.386455,2667083,,,,20779804672,,,2099490,1.7762034,57.415,59.4,,800,2667083,85.89,9.188768,,2.35,42.1,58.87,False,0.0353,800,58.98,NYQ,State Street Corporation,State Street Corporation,America/New_York,EST,True,-18000000,,EQUITY,STT,,,finmb_188785,9d82ed81-6b6f-3b88-986b-476e7740c977,us_market,,-2.491,,0.20915999999999998,,,,6.41,,351956000,,,65.44,4700216,0.013300001,,1577750400,0.95308995,2251000064.0,6.275,,,0.90006113,0.00465,1640908800,1601424000,2.1,1600128000.0,333414990,-29140215808,,991267200.0,2:1,,,-0.048,1602720000,1.31,,0.0134000005,4304233.0,,,58.56,https://logo.clearbit.com/statestreet.com,,
SLB,77056,Energy,82000.0,Houston,,TX,United States,http://www.slb.com,1,5599 San Felipe,,Oil & Gas Equipment & Services,,14.45,14.41,17.812057,0.08650519,,,14.96,,16539462,,14.45,16.18361,1.25,14.41,16539462,,,,0.5,1606780800.0,2.14396,,,14.32,2,USD,,17219985,,,,20796925952,,,13240073,0.79084784,14.32,14.97,,800,17219985,41.14,18.0,,4.16,11.87,14.9,False,0.0335,900,14.96,NYQ,Schlumberger N.V.,Schlumberger Limited,America/New_York,EST,True,-18000000,,EQUITY,SLB,,,finmb_301966,2f075ba1-caa4-361d-9c63-7402224be4bf,us_market,,1.337,,-0.40153,7.296,,,0.83,,1392029952,,,8.578,17843563,0.0128,,1577750400,0.797,-10558999552.0,-7.607,,,1.7416646,0.0016600000000000002,1640908800,1601424000,1.29,1600128000.0,1388313289,35150929920,,1144627200.0,2:1,,,,1602720000,-3.64,,0.0128,20094871.0,,,14.41,https://logo.clearbit.com/slb.com,,
TSN,72762,Consumer Defensive,141000.0,Springdale,479-290-4000,AR,United States,http://www.tysonfoods.com,1,2200 West Don Tyson Parkway,,Farm Products,,57.24,56.85,60.96099,0.02856394,0.32900003,,57.25,,2186612,,57.24,59.621109999999994,1.635,56.85,2186612,,,,1.68,1606694400.0,0.647545,,,56.37,2,USD,11.515091,2421282,,,,20846655488,,,2575435,0.48925474,56.37,57.57,,800,2421282,94.24,9.782907000000002,,1.59,42.57,57.24,False,0.0294,800,57.25,NYQ,"Tyson Foods, Inc.","Tyson Foods, Inc.",America/New_York,EST,True,-18000000,,EQUITY,TSN,,,finmb_190636,55f18f64-6d57-32d0-87c7-3e243bc8c3f3,us_market,,0.7559999999999999,,0.04264,7.379,,,5.85,,294251008,,,40.789,5294658,0.0145000005,,1569628800,0.90304,1816999936.0,4.97,,,1.4030743,0.02497,1632787200,1593216000,2.05,1600128000.0,286670122,32195682304,,856224000.0,3:2,,,-0.22,1602720000,1.29,,0.0211,6017185.0,,,56.85,https://logo.clearbit.com/tysonfoods.com,,
PANW,95054,Technology,8014.0,Santa Clara,408-753-4000,CA,United States,http://www.paloaltonetworks.com,1,3000 Tannery Way,,Software—Infrastructure,,228.77,227.93,235.8566,,0.0,,228.41,,801387,,228.77,243.03832999999997,,227.93,801387,,,,,,1.167126,,,219.34,2,USD,,1228289,,,,21005352960,,,1093604,6.1628194,219.34,222.0,,800,1228289,275.03,32.196507000000004,,,125.47,220.02,False,,800,228.41,NYQ,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc.",America/New_York,EST,True,-18000000,,EQUITY,PANW,,,finmb_25460099,cdadbf64-62b3-3acb-993b-eee92ff5b66f,us_market,,6.175,,-0.07833,11693.116000000002,,,6.87,,94965200,,,11.440999999999999,4170873,0.043899997999999996,,1596153600,0.8185899999999999,-267000000.0,-2.755,,,19.333101,0.022130001,1659225600,1596153600,4.71,1600128000.0,88872561,21047609344,,,,,,,1602720000,2.57,,0.044899996,4487616.0,,,227.93,https://logo.clearbit.com/paloaltonetworks.com,,
PPL,18101-1179,Utilities,12000.0,Allentown,610-774-5151,PA,United States,http://www.pplweb.com,1,Two North Ninth Street,,Utilities—Regulated Electric,,27.59,27.33,26.903972999999997,0.059985500000000004,0.71959996,,27.715,,4117925,,27.59,27.796389,1.655,27.33,4117925,,,,1.66,1599609600.0,0.789299,,,27.235,2,USD,11.946133999999999,3804865,,,,21141559296,,,4687443,2.7528071,27.235,27.75,,800,3804865,36.83,11.178861999999999,,4.96,18.12,27.43,False,0.060399997999999996,1300,27.715,NYQ,PPL Corporation,PPL Corporation,America/New_York,EST,True,-18000000,,EQUITY,PPL,,,finmb_185508,050761d8-d320-3128-b499-0287d187f09a,us_market,,5.723,,0.22616999999999998,9.829,,,2.46,,768784000,,,16.967,15853279,0.020599999,,1577750400,0.71199995,1736000000.0,2.302,,,1.6207933,0.0006800000599999999,1640908800,1593475200,3.44,1600128000.0,767984005,43953549312,,1433203200.0,10000:9314,,,-0.22,1602720000,-0.7,,0.020599999,14724859.0,,,27.33,https://logo.clearbit.com/pplweb.com,,
EIX,91770,Utilities,12937.0,Rosemead,626-302-2222,CA,United States,http://www.edison.com,1,2244 Walnut Grove Avenue,626-302-2117,Utilities—Regulated Electric,PO Box 976,56.07,55.85,55.57383000000001,0.045478866,2.7717001,,56.55,,2214725,,56.07,54.372223,2.55,55.85,2214725,,,,2.55,1601337600.0,0.488692,,,54.83,2,USD,58.253640000000004,1477430,,,,21211924480,,,2242707,1.5840433999999999,54.83,55.78,,900,1477430,78.93,12.289474499999999,,3.37,43.63,55.79,False,0.045500003,800,56.55,NYQ,Edison International,Edison International,America/New_York,EST,True,-18000000,,EQUITY,EIX,,,finmb_301891,37bf455b-98ec-3083-a6aa-3e0a83daa0ef,us_market,,3.426,,0.026589999,10.029,,,4.56,,378513984,,,36.321,7564271,0.02,,1577750400,0.91490996,356000000.0,0.9620000000000001,,,1.5429091000000001,0.00058,1640908800,1601424000,3.08,1600128000.0,378124043,45870919680,,740707200.0,2:1,,,,1602720000,-25.04,,0.0216,8581885.0,,,55.85,https://logo.clearbit.com/edison.com,,
PAYC,73142,Technology,3765.0,Oklahoma City,405-722-6900,OK,United States,http://www.paycom.com,1,7501 West Memorial Road,,Software—Application,,373.09,370.48,297.7493,,0.0,,370.824,,329875,,373.09,333.52362,,370.48,329875,,,,,,1.548814,,,356.59,2,USD,120.639496,297778,,,,21311244288,,,477572,26.895573,356.59,390.0,,1000,297778,397.51,87.311745,,,163.42,361.29,False,,900,370.824,NYQ,"Paycom Software, Inc.","Paycom Software, Inc.",America/New_York,EST,False,-18000000,,EQUITY,PAYC,,,finmb_254225545,7074ae7c-b915-3b16-8f24-8e1864e2d20c,us_market,,26.392,,0.22229000000000002,81.844,,,4.17,,58532900,,,10.173,1946883,0.033299997000000005,,1577750400,0.7719600000000001,176123008.0,3.0180000000000002,,,35.789833,0.16172999999999998,1640908800,1593475200,3.89,1600128000.0,49191424,20912506880,,,,,,-0.414,1602720000,7.9,,0.0452,1920900.0,,,370.48,https://logo.clearbit.com/paycom.com,,
CERN,64117-2551,Healthcare,27400.0,North Kansas City,816-221-1024,MO,United States,http://www.cerner.com,1,2800 Rockcreek Parkway,,Health Information Services,,70.48,69.295,70.69234,0.010215664000000001,0.28129998,,70.74,,1445737,,70.48,71.63666500000001,0.72,69.295,1445737,,,,0.72,1600905600.0,0.791505,,,69.05,2,USD,27.389605,1404286,,,,21488893952,,,1483789,3.8697845999999996,69.05,71.2,,1200,1404286,80.9,21.566153,,,53.08,70.09,False,0.010199999,900,70.74,NMS,Cerner Corporation,Cerner Corporation,America/New_York,EST,True,-18000000,,EQUITY,CERN,,,finmb_259627,350ae988-c85c-31a1-bc8c-c0d38f28d0ee,us_market,,3.9619999999999997,,0.14279,18.221,,,3.25,,305382016,,,14.411,13472147,0.044099998,,1577491200,0.86014,792913984.0,2.559,,,4.8636456,0.036310002,1640649600,1601424000,9.54,1600128000.0,294760849,21999331328,,1372636800.0,2:1,,,3.353,1602720000,2.35,,0.0496,14428944.0,,,69.295,https://logo.clearbit.com/cerner.com,,
DLTR,23320,Consumer Defensive,56900.0,Chesapeake,757 321 5000,VA,United States,http://www.dollartree.com,1,500 Volvo Parkway,,Discount Stores,,91.91,90.98,90.262764,,0.0,,91.505,,1527187,,91.91,91.4475,,90.98,1527187,,,,,,0.5968,,,89.14,2,USD,24.22097,1378956,,,,21433659392,,,1997104,0.8703706,89.14,90.91,,800,1378956,114.83,15.572413000000001,,,60.2,90.36,False,,1100,91.505,NMS,"Dollar Tree, Inc.","Dollar Tree, Inc.",America/New_York,EST,True,-18000000,,EQUITY,DLTR,,,finmb_27685,93813a67-1334-34e6-a70f-a46e06dc4100,us_market,,1.217,,0.036059997999999996,11.754000000000001,,,5.8,,237308000,,,28.713,3528884,0.0149,,1580515200,0.9613799999999999,887900032.0,3.7289999999999996,,,3.1456134,0.014839999,1643673600,1596240000,1.9,1600128000.0,233997256,29973831680,,1340755200.0,2:1,,,0.45,1602720000,1.82,,0.019199999,3762381.0,,,90.98,https://logo.clearbit.com/dollartree.com,,
FRC,94111,Financial Services,4812.0,San Francisco,415-392-1400,CA,United States,http://www.firstrepublic.com,1,111 Pine Street,415-392-1413,Banks—Regional,2nd Floor,125.18,124.95,110.523476,0.0063109123,0.1453,,126.75,,784025,,125.18,117.105,0.79,124.95,784025,,,,0.8,1603843200.0,1.15444,,,124.32,2,USD,22.525,864654,,,,21710964736,,,734170,6.0606575,124.32,129.67,,800,864654,131.6,21.452381,,0.75,70.06,123.66,False,0.0063,900,126.75,NYQ,FIRST REPUBLIC BANK,First Republic Bank,America/New_York,EST,True,-18000000,,EQUITY,FRC,,,finmb_272383,fee69989-f4a1-3376-afc2-a35094ec5540,us_market,,9.758,,0.28331999999999996,,,,5.88,,172118000,,,56.332,3731193,0.0217,,1577750400,1.0804200000000002,961560000.0,5.6,,,2.2392247000000003,0.00957,1640908800,1601424000,4.38,1600128000.0,170664136,34957475840,,,,,,0.248,1602720000,2.47,,0.0218,3252688.0,,,124.95,https://logo.clearbit.com/firstrepublic.com,,
VRSN,20190,Technology,872.0,Reston,703 948 3200,VA,United States,http://www.verisign.com,1,12061 Bluemont Way,,Software—Infrastructure,,191.59,189.85,207.54652,,0.0,,192.1,,812900,,191.59,203.58667,,189.85,812900,,,,,1304553600.0,0.8692770000000001,,,189.37,2,USD,27.510098,565020,,,,21760776192,,,655823,17.334969,189.37,212.5,,800,565020,221.3,32.431973,,,148.77,190.7,False,,800,192.1,NMS,"VeriSign, Inc.","VeriSign, Inc.",America/New_York,EST,True,-18000000,,EQUITY,VRSN,,,finmb_36216,994d23c4-bd6e-34e9-9e25-7f9a666ca01a,us_market,,17.848,,0.64198995,25.91,,,5.88,,114110000,,,-12.132,994981,0.0087,,1577750400,0.94545996,805899008.0,6.932,,,,0.013200001000000001,1640908800,1601424000,1.63,1600128000.0,105337101,22404861952,,944524800.0,2:1,,,0.111,1602720000,3.44,,0.0113,1441841.0,,,189.85,https://logo.clearbit.com/verisign.com,,
CHD,08628,Consumer Defensive,4800.0,Ewing,609 806 1200,NJ,United States,http://www.churchdwight.com,1,Princeton South Corporate Center,,Household & Personal Products,500 Charles Ewing Boulevard,87.06,87.18,84.20092,0.010797151000000001,0.32689998,,88.96,,1506712,,87.06,91.91805,0.94,87.18,1506712,,,,0.96,1605225600.0,0.387755,,,86.62,2,USD,30.916404999999997,1891443,,,,21859907584,,,1389652,4.759293,86.62,87.77,,900,1891443,98.96,29.365447999999997,,1.39,47.98,87.73,False,0.0109,800,88.96,NYQ,"Church & Dwight Company, Inc.","Church & Dwight Co., Inc.",America/New_York,EST,True,-18000000,,EQUITY,CHD,,,finmb_261105,ddde39bb-b81d-3a82-a154-8b6e51b785c2,us_market,,5.106,,0.15702,20.951,,,3.01,,247312000,,,12.142000000000001,3901784,0.015800001,,1577750400,0.86362,721200000.0,2.859,,,7.2796902999999995,0.00201,1640908800,1593475200,2.83,1600128000.0,246681299,23452602368,,1472774400.0,2:1,,,0.37,1602720000,3.27,,0.018000000000000002,3498077.0,,,87.18,https://logo.clearbit.com/churchdwight.com,,
LEN,33172,Consumer Cyclical,10106.0,Miami,305-559-4000,FL,United States,http://www.lennar.com,1,700 Northwest 107th Avenue,,Residential Construction,,71.6,71.18,67.17348,0.0057960893000000005,0.0581,,72.17,,3136350,,71.6,79.3625,0.415,71.18,3136350,,,,1.0,1602720000.0,1.557087,,,69.41,2,USD,9.803183,2861548,,,,21461657600,,,2592966,0.9481835999999999,69.41,70.8,,800,2861548,86.8,8.724224000000001,,0.36,25.42,69.86,False,0.014199999,800,72.17,NYQ,Lennar Corporation,Lennar Corporation,America/New_York,EST,True,-18000000,,EQUITY,LEN,,,finmb_30763,6dd2477c-ccab-38da-ba1e-050374b1be17,us_market,,1.247,,0.09970000400000001,9.394,,,8.05,,275116000,,,54.909,9298408,0.0297,,1575072000,0.98934996,2231574016.0,7.164,,,1.2790253,0.020680001,1638230400,1598832000,3.14,1600128000.0,285078460,28218660864,,1510185600.0,1017:1000,,,0.298,1602720000,0.85,,0.038900002999999996,8380453.0,,,71.18,https://logo.clearbit.com/lennar.com,,
TU,V6B 0M3,Communication Services,65600.0,Vancouver,604-697-8044,BC,Canada,http://www.telus.com,1,510 West Georgia Street,604-899-1289,Telecom Services,7th Floor,17.22,17.12,17.389717,0.08995355,0.9872,,17.16,,1235275,,17.22,17.924723,1.5490000000000002,17.12,1235275,,,,0.88,1599609600.0,0.5563739999999999,,,16.94,2,USD,9.110756,1203433,,,,21969240064,,,1049584,,16.94,17.09,,3100,1203433,20.905,7.4069266,,4.42,13.54,17.08,False,0.0512,1800,17.16,NYQ,Telus Corporation,TELUS Corporation,America/New_York,EST,True,-18000000,,EQUITY,TU,,,finmb_598689,ca3361ad-64c4-3fc6-8f56-de774c7a903c,us_market,,,,0.09715,,,,2.31,,1284000000,,,12.475,3852279,0.003,,1577750400,0.54449004,,1.8780000000000001,,,1.371543,0.00158,1640908800,1593475200,3.31,1600128000.0,1281650280,21969240064,,1584489600.0,2:1,,,-0.439,1602720000,4.65,,,4047095.0,,,17.12,https://logo.clearbit.com/telus.com,,
GMAB,1560,Healthcare,636.0,Copenhagen,45 70 20 27 28,,Denmark,http://www.genmab.com,1,Kalvebod Brygge 43,,Biotechnology,,34.34,34.2,33.051632,,0.0,,34.23,,548837,,34.34,36.545002000000004,,34.2,548837,,,,,,0.49815200000000004,,,33.29,2,USD,,607261,,,,21871831040,,,565072,,33.29,36.03,,1000,607261,38.87,13.738775,,,16.24,32.85,False,,1000,34.23,NMS,Genmab A/S,Genmab A/S,America/New_York,EST,False,-18000000,,EQUITY,GMAB,,,finmb_665704,5594dda7-7736-3abc-bcfd-5fa676c317ff,us_market,,,,0.54679,,,,2.45,,654982976,,,,1229524,0.0019,,1577750400,0.03997,,,,,,0.0,1640908800,1593475200,1.98,1600128000.0,644809028,21949669376,,1525132800.0,5:1,,,38.741,1602720000,,,,656312.0,,,34.2,https://logo.clearbit.com/genmab.com,,
XP,04551-065,Financial Services,3000.0,SÃ£o Paulo,55 11 3075 0429,SP,Brazil,http://www.xpinc.com,1,"Av. Chedid Jafet, 75",,Capital Markets,30th Floor Torre Sul Vila OlÃ­mpia,40.4,39.96,39.92273,,0.0,,40.19,,796912,,40.4,42.577778,,39.96,796912,,,,,,,,,38.82,2,USD,,1136558,,,,22116145152,,,820727,,38.82,40.07,,800,1136558,52.945,16.493828,,,15.5,40.05,False,,1000,40.19,NMS,XP Inc.,XP Inc.,America/New_York,EST,False,-18000000,,EQUITY,XP,,,finmb_280872908,9b57db6e-9d84-3a5f-937c-e97b13079736,us_market,,,,0.23593001,,,,2.43,,360505984,,,,2486956,0.0045,,1577750400,0.39049998,,,,,,0.5596399999999999,1640908800,1593475200,3.84,1600128000.0,297337606,22116157440,,,,,,1.393,1602720000,86.99,,0.024600001,2439565.0,,,39.96,https://logo.clearbit.com/xpinc.com,,
RPRX,10022,Healthcare,,New York,212-883-0200,NY,United States,http://www.royaltypharma.com,1,110 East 59th Street,,Biotechnology,Floor 33,36.34,36.17,43.248709999999996,,0.0,,36.63,,1839325,,36.34,41.03736,,36.17,1839325,,,,0.6,1605744000.0,,,,35.195,2,USD,,1158894,,,,22280790016,,,1267613,11.523112,35.195,37.09,,900,1158894,56.5,,,,34.8,36.66,False,0.0163,1300,36.63,NMS,Royalty Pharma plc,Royalty Pharma plc,America/New_York,EST,False,-18000000,,EQUITY,RPRX,,,finmb_669151476,39335a92-43fb-3820-bdda-2f1c7ffd138d,us_market,,11.255,,1.2115898999999999,8.187000000000001,,,,,365899008,,,,7277624,0.012,,1577750400,,1862850048.0,,,,,,1640908800,1593475200,5.88,1600128000.0,261778949,21762570240,,,,,,1.9140000000000001,1602720000,2.28,,0.0276,4587928.0,,,36.17,https://logo.clearbit.com/royaltypharma.com,,
YUMC,200030,Consumer Cyclical,450000.0,Shanghai,86 21 2407 7777,,China,http://www.yumchina.com,1,Yum China Building,86 21 2407 8888,Restaurants,20 Tian Yao Qiao Road,54.22,53.89,51.002693,0.004426411,0.2748,,54.06,,2495587,,54.22,52.86778,0.24,53.89,2495587,,,,,1583193600.0,0.907128,,,52.95,2,USD,28.602901,3345767,,,,22309011456,,,2179792,2.7771707,52.95,53.3,,800,3345767,59.35,26.482588,,,38.33,53.06,False,,900,54.06,NYQ,"Yum China Holdings, Inc.","Yum China Holdings, Inc.",America/New_York,EST,False,-18000000,,EQUITY,YUMC,,,finmb_318807568,981e5b16-adbb-33c8-a614-74b7ae1b30c7,us_market,,2.511,,0.09,15.550999999999998,,,2.01,,419105984,,,14.225999999999999,12941105,0.0309,,1577750400,0.86367995,723000000.0,1.861,,,3.7417404999999997,0.002,1640908800,1601424000,7.16,1600128000.0,418029276,20170033152,,,,,,0.9690000000000001,1602720000,4.11,,0.0322,13895683.0,,,53.89,https://logo.clearbit.com/yumchina.com,,
ODFL,27360,Industrials,20105.0,Thomasville,336 889 5000,NC,United States,http://www.odfl.com,1,500 Old Dominion Way,,Trucking,,190.35,188.44,175.97284,0.0027475702,0.1074,,193.37,,745462,,190.35,191.66,0.523,188.44,745462,,,,0.6,1606780800.0,,,,188.44,2,USD,36.089096000000005,776443,,,,22336301056,,,781695,5.6534057,188.44,195.26,,800,776443,207.44,28.371086,,,105.8,187.94,False,0.0032,800,193.37,NMS,"Old Dominion Freight Line, Inc.","Old Dominion Freight Line, Inc.",America/New_York,EST,False,-18000000,,EQUITY,ODFL,,,finmb_319404,96b3f25e-c573-3211-bae3-cc80d536e517,us_market,,5.76,,0.15866,20.64,,,6.71,,117331000,,,25.773000000000003,2381901,0.020299999,,1577750400,0.79547,626873984.0,5.275,,,7.3864117,0.12897999999999998,1640908800,1601424000,2.62,1600128000.0,101936813,22757957632,,1585094400.0,3:2,,,0.23,1602720000,2.42,,0.0247,1842734.0,,,188.44,https://logo.clearbit.com/odfl.com,,
WELL,43615,Real Estate,443.0,Toledo,419-247-2800,OH,United States,http://www.welltower.com,1,4500 Dorr Street,419-247-2826,REIT—Healthcare Facilities,,54.63,54.25,52.907447999999995,0.049423392999999996,1.0963,,54.68,,2505350,,54.63,55.48611,2.7,54.25,2505350,,,,2.44,1597622400.0,0.865416,,,52.57,2,USD,21.637829,1801329,,,,22438490112,,,2753772,4.727104,52.57,54.88,,800,1801329,89.99,56.600002,,5.08,24.27,53.57,False,0.0454,900,54.68,NYQ,Welltower Inc.,Welltower Inc.,America/New_York,EST,True,-18000000,,EQUITY,WELL,,,finmb_277914,173a0d86-63fc-3099-965f-9f681f6228ec,us_market,,7.629,,0.21898001,18.272000000000002,,,0.95,,417300992,,,38.625,11889897,0.028499998,,1577750400,0.93266,1039438976.0,2.485,,,1.3921036,0.0016600000000000002,1640908800,1601424000,3.85,1600128000.0,416318054,36212158464,,494640000.0,3:2,,,-0.44799999999999995,1602720000,2.76,,0.037000000000000005,11817257.0,,,54.25,https://logo.clearbit.com/welltower.com,,
AME,19312-1177,Industrials,18100.0,Berwyn,610 647 2121,PA,United States,http://www.ametek.com,1,1100 Cassatt Road,,Specialty Industrial Machinery,,98.91,98.52,93.52404,0.0064705284,0.1658,,99.25,,1045162,,98.91,102.790276,0.64,98.52,1045162,,,,0.72,1599782400.0,1.278543,,,96.86,2,USD,25.440414,938423,,,,22549665792,,,928546,4.702163,96.86,105.0,,800,938423,110.82,23.436752,,0.66,54.82,97.68,False,0.0073,1000,99.25,NYQ,"AMETEK, Inc.","AMETEK, Inc.",America/New_York,EST,True,-18000000,,EQUITY,AME,,,finmb_31860,51e0f2d7-4a9b-3046-bc65-f01426903258,us_market,,5.1,,0.18524000000000002,18.558,,,4.19,,229630000,,,23.892,1802440,0.0078,,1577750400,0.89039004,888358976.0,3.86,,,4.1101623,0.004520000000000001,1640908800,1593475200,2.0,1600128000.0,228587873,24457887744,,1341187200.0,3:2,,,-0.22899999999999998,1602720000,-21.69,,0.0088,2138497.0,,,98.52,https://logo.clearbit.com/ametek.com,,
LYB,77010,Basic Materials,19100.0,Houston,713 309 7200,TX,United States,http://www.lyondellbasell.com,1,1221 McKinney Street,,Specialty Chemicals,Suite 300,72.21,70.44,66.82773,0.058163688,0.6919,,71.29,,1980062,,72.21,74.79639,4.2,70.44,1980062,,,,4.2,1598572800.0,,,,66.72,2,USD,19.412931,3664329,,,,23191953408,,,2115261,0.82843196,66.72,68.43,,1300,3664329,98.91,9.325612,,4.41,33.71,68.16,False,0.0614,800,71.29,NYQ,LyondellBasell Industries NV,LyondellBasell Industries N.V.,America/New_York,EST,True,-18000000,,EQUITY,LYB,,,finmb_792424,c877a52d-ceaf-3727-aa11-137fa979685e,us_market,,1.273,,0.04211,10.19,,,7.34,,333839008,,,21.885,5564573,0.0167,,1577750400,0.69596,1176999936.0,3.5260000000000002,,,3.127713,0.23415,1640908800,1601424000,2.24,1600128000.0,255399641,35643830272,,,,,,-0.882,1602720000,-6.73,,0.0218,4572194.0,,,70.44,https://logo.clearbit.com/lyondellbasell.com,,
CS,8001,Financial Services,48800.0,Zurich,41 44 333 11 11,,Switzerland,http://www.credit-suisse.com,1,Paradeplatz 8,,Banks—Diversified,,9.38,9.36,10.020496000000001,0.026865672,0.090900004,,9.42,,3356450,,9.38,10.315278,0.252,9.36,3356450,,,,0.14,1588809600.0,1.60899,,,9.2837,2,USD,,3469911,,,,22815674368,,,2577452,,9.2837,9.47,,1000,3469911,14.12,5.993630400000001,,3.37,6.47,9.42,False,0.0152,2900,9.42,NYQ,Credit Suisse Group,Credit Suisse Group AG,America/New_York,EST,False,-18000000,,EQUITY,CS,,,finmb_405739,8d7e99c7-3cd5-310a-9aaf-4c9f9a520368,us_market,,,,0.18787001,,,,1.57,,2441600000,,,16.894000000000002,5493715,0.0023,,1577750400,0.02812,,-0.141,,,0.5570025,0.0,1640908800,1593475200,2.26,1600128000.0,2161059948,22975453184,,1367366400.0,1024:1000,,,0.24,1602720000,,,,4440727.0,,,9.36,https://logo.clearbit.com/credit-suisse.com,,
